text,annotation,spans,tag,properties.intentional,properties.iterative,properties.mental,properties.persistent,properties.representation_type,properties.unpredictable,properties.irreversible,properties.non_event_type
Effi Briest,die fast immer gröblich ist,"[[269626, 269653]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Karl Stuart zum Beispiel trägt in einer dieser Romanzen seinen Kopf unterm Arm,"[[269663, 269741]]",process,['yes'],['no'],['no'],[1],['character_speech'],[2],,
Effi Briest,und noch fataler ist die Geschichte vom Vitzliputzli,"[[269743, 269795]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Von wem,"[[269805, 269812]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Vom Vitzliputzli,"[[269817, 269833]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Vitzliputzli ist nämlich ein mexikanischer Gott,"[[269835, 269882]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,und als die Mexikaner zwanzig oder dreißig Spanier gefangen genommen hatten,"[[269884, 269959]]",process,['yes'],['no'],['no'],[1],['character_speech'],[2],,
Effi Briest,mußten diese zwanzig oder dreißig dem Vitzliputzli geopfert werden,"[[269961, 270027]]",process,['yes'],['no'],['no'],[1],['character_speech'],[2],,
Effi Briest,Das war da nicht anders,"[[270029, 270052]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"Landessitte, Kultus","[[270054, 270073]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,und ging auch alles im Handumdrehen,"[[270075, 270110]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,"Bauch auf, Herz 'raus","[[270112, 270133]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Nein, Crampas","[[270143, 270156]]",non_event,,,,,['character_speech'],,,"['ellipsis', 'question']"
Effi Briest,so dürfen Sie nicht weiter sprechen,"[[270158, 270193]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,Das ist indecent und degoutant zugleich,"[[270195, 270234]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Und das alles so ziemlich in demselben Augenblicke,"[[270236, 270286]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,wo wir frühstücken wollen,"[[270288, 270313]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Ich für meine Person sehe mich dadurch unbeeinflußt,"[[270318, 270369]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,und stelle  meinen Appetit überhaupt nur in Abhängigkeit vom Menu,"[[270370, 270434]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,"Während dieser Worte waren sie vom Strand her bis an eine schon halb im Schutze der Dünen aufgeschlagene Bank, mit einem äußerst primitiven Tisch davor, gekommen, zwei  Pfosten mit einem Brett darüber","[[270438, 270468], [270502, 270670]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,ganz wie's das Programm wollte,"[[270470, 270500]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Kruse hatte hier bereits serviert,"[[270672, 270677], [270700, 270727]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,der vorauf geritten,"[[270679, 270698]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Theebrötchen und Aufschnitt von kaltem Braten, dazu Rotwein und neben der Flasche zwei hübsche zierliche Trinkgläser, klein und mit Goldrand","[[270729, 270869]]",non_event,,,,,['narrator_speech'],,,['ellipsis']
Effi Briest,wie man sie in Badeörtern kauft,"[[270871, 270902]]",non_event,,,,,['narrator_speech'],,,['generic_sentence']
Effi Briest,oder von Glashütten als Erinnerung mitbringt,"[[270903, 270947]]",non_event,,,,,['narrator_speech'],,,['generic_sentence']
Effi Briest,Und nun stieg man ab,"[[270950, 270970]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Kruse ging mit den beiden anderen Pferden auf und ab,"[[270972, 270977], [271057, 271103]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,der die Zügel seines eigenen Pferdes um eine Krüppelkiefer geschlungen hatte,"[[270979, 271055]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,während sich Crampas und Effi vor dem gedeckten Tische niederließen,"[[271105, 271134], [271219, 271256]]",process,['yes'],['no'],['no'],[2],['narrator_speech'],[1],,
Effi Briest,die durch eine schmale Dünenöffnung einen freien Blick auf Strand und Mole hatten,"[[271136, 271217]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,Über das von den Sturmtagen her noch bewegte Meer goß die schon  halb winterliche Novembersonne ihr fahles Licht aus,"[[271259, 271374]]",process,['no'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und die  Brandung ging hoch,"[[271376, 271402]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Dann und wann kam ein Windzug,"[[271404, 271433]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,und trieb den Schaum bis dicht an sie heran,"[[271434, 271477]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Strandhafer stand umher,"[[271479, 271502]]",stative_event,,,['no'],,['narrator_speech'],[0],,
Effi Briest,"und das helle Gelb der Immortellen hob sich, trotz der Farbenverwandtschaft, von dem gelben Sande scharf ab","[[271504, 271601], [271623, 271632]]",stative_event,,,['no'],,['narrator_speech'],[1],,
Effi Briest,darauf sie wuchsen,"[[271603, 271621]]",process,['no'],['yes'],['no'],[1],['narrator_speech'],[0],,
Effi Briest,Effi machte die Wirtin,"[[271634, 271656]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,"Es thut mir leid, Major, Ihnen diese Brötchen in einem Korbdeckel präsentieren zu müssen","[[271659, 271747]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Ein Korbdeckel ist kein Korb,"[[271757, 271785]]",non_event,,,,,['character_speech'],,,['generic_sentence']
Effi Briest,Indessen Kruse hat es so gewollt,"[[271802, 271834]]",process,['yes'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,"Und da bist Du ja auch, Rollo","[[271836, 271865]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Auf Dich ist unser Vorrat aber nicht eingerichtet,"[[271867, 271916]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Was machen wir mit Rollo,"[[271918, 271942]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Ich denke,"[[271947, 271956]]",process,['yes'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,wir geben ihm alles,"[[271958, 271977]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,ich meinerseits schon aus  Dankbarkeit,"[[271979, 272016]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Denn sehen Sie, teuerste Effi","[[272018, 272047]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,Effi sah ihn an,"[[272056, 272071]]",process,['yes'],['no'],['no'],[2],['narrator_speech'],[1],,
Effi Briest,"Denn sehen Sie, gnädigste Frau","[[272082, 272112]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,Rollo erinnert mich wieder an das,"[[272114, 272147]]",process,['no'],['yes'],['yes'],[1],['character_speech'],[1],,
Effi Briest,was ich Ihnen noch als Fortsetzung oder Seitenstück zum Vitzliputzli erzählen wollte,"[[272149, 272233]]",stative_event,,,['yes'],,['character_speech'],[2],,
Effi Briest,nur viel pikanter,"[[272237, 272254]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,weil Liebesgeschichte,"[[272256, 272277]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Haben Sie 'mal von  einem gewissen Pedro dem Grausamen gehört,"[[272279, 272339]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,So dunkel,"[[272344, 272353]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Eine Art Blaubartskönig,"[[272365, 272388]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Das ist gut,"[[272393, 272404]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Von so einem hört man immer am liebsten,"[[272406, 272445]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,und ich weiß noch,"[[272447, 272464]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,daß wir von meiner Freundin Hulda Niemeyer immer behaupteten,"[[272466, 272508], [272537, 272554]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,deren Namen Sie ja kennen,"[[272510, 272535]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,"sie wisse nichts von Geschichte, mit  Ausnahme der sechs Frauen von Heinrich dem Achten, diesem  englischen Blaubart","[[272556, 272670]]",stative_event,,,['yes'],,['character_speech_1'],[1],,
Effi Briest,wenn das Wort für ihn reicht,"[[272672, 272700]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,"Und wirklich, diese sechs kannte sie auswendig","[[272702, 272748]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Und dabei hätten Sie hören sollen,"[[272750, 272783]]",non_event,,,,,['character_speech'],,,['subjunctive_sentence']
Effi Briest,"wie sie die Namen aussprach, namentlich den von der Mutter der Elisabeth","[[272785, 272857]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,so schrecklich verlegen,"[[272861, 272884]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,als wäre  sie nun an der Reihe,"[[272886, 272915]]",non_event,,,,,['character_speech'],,,['subjunctive_sentence']
Effi Briest,"Aber nun bitte, die Geschichte von Don Pedro","[[272922, 272966]]",non_event,,,,,['character_speech'],,,['request']
Effi Briest,"Nun also, an Don Pedro's Hofe war ein schöner, schwarzer spanischer Ritter","[[272976, 273050]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,der das Kreuz von Kalatrava auf seiner Brust trug,"[[273052, 273079], [273172, 273193]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"was ungefähr so viel bedeutet, wie schwarzer Adler und pour le mérite zusammen genommen","[[273082, 273169]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Dies Kreuz gehörte mit dazu,"[[273195, 273222]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,"das mußten sie immer tragen, und dieser Kalatrava-Ritter","[[273224, 273280]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,den die Königin natürlich heimlich liebte,"[[273282, 273323]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Warum natürlich,"[[273333, 273348]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,Weil wir in Spanien sind,"[[273353, 273377]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Ach so,"[[273382, 273388]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"Und dieser Kalatrava-Ritter hatte einen wunderschönen Hund, einen Neufundländer","[[273393, 273420], [273432, 273483]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,sag' ich,"[[273422, 273430]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,wiewohl es die noch gar nicht gab,"[[273485, 273518]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,denn es war grade hundert Jahre vor der Entdeckung von Amerika,"[[273520, 273582]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,Einen wunderschönen Hund also,"[[273584, 273613]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,sagen wir wie Rollo,"[[273615, 273634]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,Rollo schlug an,"[[273643, 273658]]",process,['yes'],['no'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,als er seinen Namen hörte,"[[273660, 273685]]",process,['no'],['no'],['yes'],[1],['narrator_speech'],[1],,
Effi Briest,und wedelte mit dem Schweif,"[[273687, 273714]]",process,['yes'],['yes'],['no'],[1],['narrator_speech'],[1],,
Effi Briest,Das ging so manchen Tag,"[[273718, 273741]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,Aber das mit der heimlichen Liebe das wurde dem Könige doch zu viel,"[[273743, 273776], [273814, 273847]]",process,['no'],['no'],['yes'],[1],['character_speech'],[1],,
Effi Briest,die wohl nicht ganz heimlich blieb,"[[273778, 273812]]",process,['no'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,und weil er den schönen Kalatrava-Ritter überhaupt nicht recht leiden mochte,"[[273849, 273925]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,denn er war nicht bloß grausam,"[[273929, 273959]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,er war auch  ein Neidhammel,"[[273961, 273987]]",stative_event,,,['no'],,['character_speech'],[2],,
Effi Briest,"oder wenn das Wort für einen König und noch mehr für meine liebenswürdige Zuhörerin, Frau Effi, nicht recht passen sollte","[[273989, 274110]]",non_event,,,,,['character_speech'],,,['conditional_sentence']
Effi Briest,wenigstens ein Neidling,"[[274112, 274135]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,"so beschloß er, den Kalatrava-Ritter für die heimliche Liebe heimlich hinrichten zu lassen","[[274138, 274228]]",process,['yes'],['no'],['yes'],[1],['character_speech'],[2],,
Effi Briest,Kann ich ihm nicht verdenken,"[[274233, 274261]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,"Ich weiß doch nicht, meine Gnädigste","[[274266, 274302]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,Hören Sie nur weiter,"[[274304, 274324]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,Etwas geht schon,"[[274326, 274342]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,aber es war zu viel,"[[274344, 274363]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,der König ging um ein Erkleckliches zu weit,"[[274365, 274374], [274387, 274420]]",process,['yes'],['no'],['no'],[1],['character_speech'],[2],,
Effi Briest,find' ich,"[[274376, 274385]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,Er heuchelte nämlich,"[[274422, 274442]]",process,['yes'],['yes'],['no'],[2],['character_speech'],[2],,
Effi Briest,daß er dem Ritter wegen seiner Kriegs- und Heldenthaten ein Fest veranstalten wolle,"[[274444, 274527]]",stative_event,,,['yes'],,['character_speech_1'],[1],,
Effi Briest,"und da gab es denn eine lange, lange Tafel","[[274529, 274571]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,und alle Granden des Reichs saßen an dieser Tafel,"[[274573, 274622]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,und in der Mitte saß der König,"[[274624, 274654]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,und ihm gegenüber war der Platz für den,"[[274656, 274695]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,dem dies alles galt,"[[274697, 274716]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,also für den Kalatrava-Ritter,"[[274718, 274747]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,für den an diesem Tage zu Feiernden,"[[274749, 274784]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Und weil Der noch immer nicht kommen wollte,"[[274786, 274798], [274859, 274889]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,trotzdem man schon eine  ganze Weile seiner gewartet hatte,"[[274800, 274857]]",process,['yes'],['yes'],['no'],[1],['character_speech'],[1],,
Effi Briest,so mußte schließlich die Festlichkeit ohne ihn begonnen werden,"[[274891, 274953]]",non_event,,,,,['character_speech'],,,['modalised_statement']
Effi Briest,und es blieb ein leerer Platz,"[[274955, 274984]]",stative_event,,,['no'],,['character_speech'],[1],,
Effi Briest,ein leerer Platz gerade gegenüber dem König,"[[274987, 275030]]",non_event,,,,,['character_speech'],,,['ellipsis']
Effi Briest,Und nun,"[[275035, 275042]]",non_event,,,,,['character_speech'],,,['question']
Effi Briest,"Und nun denken Sie, meine gnädigste Frau","[[275047, 275087]]",non_event,,,,,['character_speech'],,,['imperative_sentence']
Effi Briest,"wie der König, dieser Pedro, sich eben erheben will, um gleißnerisch sein Bedauern auszusprechen","[[275089, 275185]]",stative_event,,,['yes'],,['character_speech'],[1],,
Effi Briest,daß sein ‚lieber Gast‘ noch immer fehle,"[[275187, 275226]]",process,['no'],['no'],['no'],[1],['character_speech_1'],[1],,
Effi Briest,da hört man auf der Treppe draußen einen Aufschrei der entsetzten Dienerschaften,"[[275228, 275308]]",process,['no'],['no'],['yes'],[2],['character_speech'],[1],,
Effi Briest,und ehe noch irgend wer weiß,"[[275310, 275338]]",non_event,,,,,['character_speech'],,,['negation']
Effi Briest,was geschehen ist,"[[275340, 275357]]",process,['yes'],['no'],['no'],[1],['character_speech'],[1],,
Effi Briest,jagt etwas an der langen Festestafel entlang,"[[275359, 275403]]",process,['yes'],['no'],['no'],[2],['character_speech'],[3],,
Effi Briest,und nun springt es auf den Stuhl,"[[275405, 275437]]",process,['yes'],['no'],['no'],[2],['character_speech'],[3],,
Effi Briest,und setzt ein abgeschlagenes Haupt auf den leergebliebenen Platz,"[[275438, 275502]]",process,['yes'],['no'],['no'],[2],['character_speech'],[3],,
Effi Briest,"und über eben dieses Haupt hinweg starrt Rollo auf sein Gegenüber, den König","[[275504, 275580]]",process,['yes'],['no'],['no'],[2],['character_speech'],[2],,
Effi Briest,Rollo hatte seinen Herrn auf seinem letzten Gange begleitet,"[[275582, 275641]]",process,['yes'],['no'],['no'],[1],['character_speech'],[2],,
Effi Briest,und im selben Augenblicke hatte das treue Tier das fallende Haupt gepackt,"[[275642, 275667], [275687, 275734]]",process,['yes'],['no'],['no'],[2],['character_speech'],[1],,
Effi Briest,wo das Beil fiel,"[[275669, 275685]]",process,['no'],['no'],['no'],[2],['character_speech'],[2],,
